Hebrew_character,Names,Frequencies
מאז,Mem-medial_Alef_Zayin,12
וך,Waw_Kaf-final,12
להן,Lamed_He_Nun-final,12
חפור,Het_Pe_Waw_Resh,12
המים,He_Mem-medial_Yod_Mem,12
הרשע,He_Resh_Shin_Ayin,12
דויד,Dalet_Waw_Yod_Dalet,12
יצאו,Yod_Tsadi_Alef_Waw,12
תועבה,Taw_Waw_Ayin_Bet_He,12
נגד,Nun-medial_Gimel_Dalet,12
ובין,Waw_Bet_Yod_Nun-final,12
חמשים,Het_Mem-medial_Shin_Yod_Mem,12
לחם,Lamed_Het_Mem,12
במה,Bet_Mem-medial_He,12
רבה,Resh_Bet_He,12
ריב,Resh_Yod_Bet,12
ידכה,Yod_Dalet_Kaf_He,12
פניו,Pe_Nun-medial_Yod_Waw,12
ככרין,Kaf_Kaf_Resh_Yod_Nun-final,12
מחצית,Mem-medial_Het_Tsadi_Yod_Taw,12
באו,Bet_Alef_Waw,12
ושם,Waw_Shin_Mem,12
ניחוח,Nun-medial_Yod_Het_Waw_Het,12
יוסף,Yod_Waw_Samekh_Pe-final,12
ועשיתה,Waw_Ayin_Shin_Yod_Taw_He,12
בחר,Bet_Het_Resh,12
בגדיו,Bet_Gimel_Dalet_Yod_Waw,12
לחודש,Lamed_Het_Waw_Dalet_Shin,12
להתהלך,Lamed_He_Taw_He_Lamed_Kaf-final,12
תמן,Taw_Mem-medial_Nun-final,11
אחריהם,Alef_Het_Resh_Yod_He_Mem,11
ברך,Bet_Resh_Kaf-final,11
לאכול,Lamed_Alef_Kaf_Waw_Lamed,11
אביהו,Alef_Bet_Yod_He_Waw,11
מלכותו,Mem-medial_Lamed_Kaf_Waw_Taw_Waw,11
דין,Dalet_Yod_Nun-final,11
ואדעה,Waw_Alef_Dalet_Ayin_He,11
והלויים,Waw_He_Lamed_Waw_Yod_Yod_Mem,11
לכון,Lamed_Kaf_Waw_Nun-final,11
בהמון,Bet_He_Mem-medial_Waw_Nun-final,11
הדם,He_Dalet_Mem,11
מאה,Mem-medial_Alef_He,11
הסרך,He_Samekh_Resh_Kaf-final,11
למועד,Lamed_Mem-medial_Waw_Ayin_Dalet,11
הגואים,He_Gimel_Waw_Alef_Yod_Mem,11
למלך,Lamed_Mem-medial_Lamed_Kaf-final,11
אתו,Alef_Taw_Waw,11
לאשר,Lamed_Alef_Shin_Resh,11
עליך,Ayin_Lamed_Yod_Kaf-final,11
רצון,Resh_Tsadi_Waw_Nun-final,11
ולילה,Waw_Lamed_Yod_Lamed_He,11
הקהל,He_Qof_He_Lamed,11
גבורי,Gimel_Bet_Waw_Resh_Yod,11
אלפים,Alef_Lamed_Pe_Yod_Mem,11
מלאך,Mem-medial_Lamed_Alef_Kaf-final,11
ממשלת,Mem-medial_Mem-medial_Shin_Lamed_Taw,11
ביממא,Bet_Yod_Mem-medial_Mem-medial_Alef,11
ורחץ,Waw_Resh_Het_Tasdi-final,11
וענו,Waw_Ayin_Nun-medial_Waw,11
לנגד,Lamed_Nun-medial_Gimel_Dalet,11
והו,Waw_He_Waw,11
מבית,Mem-medial_Bet_Yod_Taw,11
באת,Bet_Alef_Taw,11
עבדכה,Ayin_Bet_Dalet_Kaf_He,11
חרון,Het_Resh_Waw_Nun-final,11
מלפני,Mem-medial_Lamed_Pe_Nun-medial_Yod,11
יטהר,Yod_Tet_He_Resh,11
נה,Nun-medial_He,11
דורשי,Dalet_Waw_Resh_Shin_Yod,11
בגורל,Bet_Gimel_Waw_Resh_Lamed,11
הוי,He_Waw_Yod,11
ישלח,Yod_Shin_Lamed_Het,11
מארץ,Mem-medial_Alef_Resh_Tasdi-final,11
מועדי,Mem-medial_Waw_Ayin_Dalet_Yod,11
ימין,Yod_Mem-medial_Yod_Nun-final,11
האל,He_Alef_Lamed,11
ואנו,Waw_Alef_Nun-medial_Waw,11
אשת,Alef_Shin_Taw,11
עדים,Ayin_Dalet_Yod_Mem,11
לברך,Lamed_Bet_Resh_Kaf-final,11
ודבר,Waw_Dalet_Bet_Resh,11
ונו,Waw_Nun-medial_Waw,11
החודש,He_Het_Waw_Dalet_Shin,11
לדבר,Lamed_Dalet_Bet_Resh,11
הוד,He_Waw_Dalet,11
קרב,Qof_Resh_Bet,11
קודשכה,Qof_Waw_Dalet_Shin_Kaf_He,11
טמאה,Tet_Mem-medial_Alef_He,11
נותן,Nun-medial_Waw_Taw_Nun-final,11
קדושי,Qof_Dalet_Waw_Shin_Yod,11
גורל,Gimel_Waw_Resh_Lamed,11
רחמיכה,Resh_Het_Mem-medial_Yod_Kaf_He,11
משפטו,Mem-medial_Shin_Pe_Tet_Waw,11
והנה,Waw_He_Nun-medial_He,11
שחת,Shin_Het_Taw,11
רנה,Resh_Nun-medial_He,11
אדני,Alef_Dalet_Nun-medial_Yod,11
חג,Het_Gimel,11
לדעת,Lamed_Dalet_Ayin_Taw,11
מלכות,Mem-medial_Lamed_Kaf_Waw_Taw,11
חדש,Het_Dalet_Shin,11
מבין,Mem-medial_Bet_Yod_Nun-final,11
הטמא,He_Tet_Mem-medial_Alef,11
אלוהיכה,Alef_Lamed_Waw_He_Yod_Kaf_He,10
לעיני,Lamed_Ayin_Yod_Nun-medial_Yod,10
ובינה,Waw_Bet_Yod_Nun-medial_He,10
בבו,Bet_Bet_Waw,10
תעשו,Taw_Ayin_Shin_Waw,10
לעצת,Lamed_Ayin_Tsadi_Taw,10
כסא,Kaf_Samekh_Alef,10
מרי,Mem-medial_Resh_Yod,10
צדקה,Tsadi_Dalet_Qof_He,10
פלאכה,Pe_Lamed_Alef_Kaf_He,10
אפרים,Alef_Pe_Resh_Yod_Mem,10
תשלח,Taw_Shin_Lamed_Het,10
עושה,Ayin_Waw_Shin_He,10
לפניך,Lamed_Pe_Nun-medial_Yod_Kaf-final,10
ולהיות,Waw_Lamed_He_Yod_Waw_Taw,10
הבל,He_Bet_Lamed,10
ומלך,Waw_Mem-medial_Lamed_Kaf-final,10
ולב,Waw_Lamed_Bet,10
ברי,Bet_Resh_Yod,10
ובו,Waw_Bet_Waw,10
ההם,He_He_Mem,10
רקיע,Resh_Qof_Yod_Ayin,10
רז,Resh_Zayin,10
קח,Qof_Het,10
פתחתה,Pe_Taw_Het_Taw_He,10
רוחו,Resh_Waw_Het_Waw,10
שגי,Shin_Gimel_Yod,10
כמים,Kaf_Mem-medial_Yod_Mem,10
אביון,Alef_Bet_Yod_Waw_Nun-final,10
אב,Alef_Bet,10
כולה,Kaf_Waw_Lamed_He,10
מעמד,Mem-medial_Ayin_Mem-medial_Dalet,10
יתן,Yod_Taw_Nun-final,10
עליהון,Ayin_Lamed_Yod_He_Waw_Nun-final,10
פיכה,Pe_Yod_Kaf_He,10
אזל,Alef_Zayin_Lamed,10
גלה,Gimel_Lamed_He,10
עשיתה,Ayin_Shin_Yod_Taw_He,10
מצרין,Mem-medial_Tsadi_Resh_Yod_Nun-final,10
תרעא,Taw_Resh_Ayin_Alef,10
וולא,Waw_Waw_Lamed_Alef,10
העל,He_Ayin_Lamed,10
נפשה,Nun-medial_Pe_Shin_He,10
בך,Bet_Kaf-final,10
מצות,Mem-medial_Tsadi_Waw_Taw,10
ובא,Waw_Bet_Alef,10
חזק,Het_Zayin_Qof,10
לאת,Lamed_Alef_Taw,10
ויצא,Waw_Yod_Tsadi_Alef,10
ולשון,Waw_Lamed_Shin_Waw_Nun-final,10
לכמה,Lamed_Kaf_Mem-medial_He,10
פרי,Pe_Resh_Yod,10
להקים,Lamed_He_Qof_Yod_Mem,10
דגלי,Dalet_Gimel_Lamed_Yod,10
שפתי,Shin_Pe_Taw_Yod,10
מת,Mem-medial_Taw,10
מושב,Mem-medial_Waw_Shin_Bet,10
אביה,Alef_Bet_Yod_He,10
לאמר,Lamed_Alef_Mem-medial_Resh,10
יעשו,Yod_Ayin_Shin_Waw,10
והאיש,Waw_He_Alef_Yod_Shin,10
וזהב,Waw_Zayin_He_Bet,10
יטמא,Yod_Tet_Mem-medial_Alef,10
שמי,Shin_Mem-medial_Yod,10
גבורות,Gimel_Bet_Waw_Resh_Waw_Taw,10
שמות,Shin_Mem-medial_Waw_Taw,10
וידעו,Waw_Yod_Dalet_Ayin_Waw,10
לחרב,Lamed_Het_Resh_Bet,10
מקור,Mem-medial_Qof_Waw_Resh,10
לכת,Lamed_Kaf_Taw,10
מיא,Mem-medial_Yod_Alef,10
כוהן,Kaf_Waw_He_Nun-final,10
ראה,Resh_Alef_He,10
לצאת,Lamed_Tsadi_Alef_Taw,10
המערכות,He_Mem-medial_Ayin_Resh_Kaf_Waw_Taw,10
תגלה,Taw_Gimel_Lamed_He,10
השלישי,He_Shin_Lamed_Yod_Shin_Yod,10
השער,He_Shin_Ayin_Resh,10
וביד,Waw_Bet_Yod_Dalet,10
באיש,Bet_Alef_Yod_Shin,10
אתם,Alef_Taw_Mem,10
שנתים,Shin_Nun-medial_Taw_Yod_Mem,10
ישחק,Yod_Shin_Het_Qof,10
ישמע,Yod_Shin_Mem-medial_Ayin,10
עור,Ayin_Waw_Resh,10
אלין,Alef_Lamed_Yod_Nun-final,9
בכם,Bet_Kaf_Mem,9
חוץ,Het_Waw_Tasdi-final,9
קדמיא,Qof_Dalet_Mem-medial_Yod_Alef,9
חדה,Het_Dalet_He,9
תדע,Taw_Dalet_Ayin,9
לאלוהי,Lamed_Alef_Lamed_Waw_He_Yod,9
ממשל,Mem-medial_Mem-medial_Shin_Lamed,9
בחודש,Bet_Het_Waw_Dalet_Shin,9
באחרית,Bet_Alef_Het_Resh_Yod_Taw,9
וישראל,Waw_Yod_Shin_Resh_Alef_Lamed,9
שכל,Shin_Kaf_Lamed,9
צבא,Tsadi_Bet_Alef,9
העולה,He_Ayin_Waw_Lamed_He,9
לקודש,Lamed_Qof_Waw_Dalet_Shin,9
חסדיכה,Het_Samekh_Dalet_Yod_Kaf_He,9
נתתה,Nun-medial_Taw_Taw_He,9
ידיכה,Yod_Dalet_Yod_Kaf_He,9
דמע,Dalet_Mem-medial_Ayin,9
אחרי,Alef_Het_Resh_Yod,9
ובהון,Waw_Bet_He_Waw_Nun-final,9
עבדך,Ayin_Bet_Dalet_Kaf-final,9
ומשער,Waw_Mem-medial_Shin_Ayin_Resh,9
וני,Waw_Nun-medial_Yod,9
ישר,Yod_Shin_Resh,9
חוקי,Het_Waw_Qof_Yod,9
מורה,Mem-medial_Waw_Resh_He,9
והון,Waw_He_Waw_Nun-final,9
יתקעו,Yod_Taw_Qof_Ayin_Waw,9
עין,Ayin_Yod_Nun-final,9
ילך,Yod_Lamed_Kaf-final,9
נכון,Nun-medial_Kaf_Waw_Nun-final,9
תמצא,Taw_Mem-medial_Tsadi_Alef,9
דבריו,Dalet_Bet_Resh_Yod_Waw,9
מתוך,Mem-medial_Taw_Waw_Kaf-final,9
האור,He_Alef_Waw_Resh,9
ילכו,Yod_Lamed_Kaf_Waw,9
יין,Yod_Yod_Nun-final,9
ולכה,Waw_Lamed_Kaf_He,9
ריח,Resh_Yod_Het,9
ליליא,Lamed_Yod_Lamed_Yod_Alef,9
ענה,Ayin_Nun-medial_He,9
במעשי,Bet_Mem-medial_Ayin_Shin_Yod,9
דורות,Dalet_Waw_Resh_Waw_Taw,9
וילכו,Waw_Yod_Lamed_Kaf_Waw,9
עצתו,Ayin_Tsadi_Taw_Waw,9
והיתה,Waw_He_Yod_Taw_He,9
כמה,Kaf_Mem-medial_He,9
כון,Kaf_Waw_Nun-final,9
דרכיו,Dalet_Resh_Kaf_Yod_Waw,9
מאנשי,Mem-medial_Alef_Nun-medial_Shin_Yod,9
באל,Bet_Alef_Lamed,9
הכל,He_Kaf_Lamed,9
מעפר,Mem-medial_Ayin_Pe_Resh,9
סודם,Samekh_Waw_Dalet_Mem,9
מנהון,Mem-medial_Nun-medial_He_Waw_Nun-final,9
חמר,Het_Mem-medial_Resh,9
מספר,Mem-medial_Samekh_Pe_Resh,9
ערי,Ayin_Resh_Yod,9
יממא,Yod_Mem-medial_Mem-medial_Alef,9
ויעשו,Waw_Yod_Ayin_Shin_Waw,9
כזב,Kaf_Zayin_Bet,9
אנפי,Alef_Nun-medial_Pe_Yod,9
נהרא,Nun-medial_He_Resh_Alef,9
ההואה,He_He_Waw_Alef_He,9
בקול,Bet_Qof_Waw_Lamed,9
לכן,Lamed_Kaf_Nun-final,9
ישב,Yod_Shin_Bet,9
במעון,Bet_Mem-medial_Ayin_Waw_Nun-final,9
וכלי,Waw_Kaf_Lamed_Yod,9
עמ,Ayin_Mem-medial,9
משח,Mem-medial_Shin_Het,9
תורת,Taw_Waw_Resh_Taw,9
לעבור,Lamed_Ayin_Bet_Waw_Resh,9
בידו,Bet_Yod_Dalet_Waw,9
הישר,He_Yod_Shin_Resh,9
באף,Bet_Alef_Pe-final,9
וי,Waw_Yod,9
מאור,Mem-medial_Alef_Waw_Resh,9
להודיע,Lamed_He_Waw_Dalet_Yod_Ayin,9
רגלי,Resh_Gimel_Lamed_Yod,9
נפלאותיכה,Nun-medial_Pe_Lamed_Alef_Waw_Taw_Yod_Kaf_He,9
שמונה,Shin_Mem-medial_Waw_Nun-medial_He,9
וחצוצרות,Waw_Het_Tsadi_Waw_Tsadi_Resh_Waw_Taw,9
להפיל,Lamed_He_Pe_Yod_Lamed,9
יהב,Yod_He_Bet,9
באי,Bet_Alef_Yod,9
בחרב,Bet_Het_Resh_Bet,9
לספר,Lamed_Samekh_Pe_Resh,9
עליכה,Ayin_Lamed_Yod_Kaf_He,9
בכוח,Bet_Kaf_Waw_Het,9
חמש,Het_Mem-medial_Shin,9
שביע,Shin_Bet_Yod_Ayin,9
יקר,Yod_Qof_Resh,9
להבין,Lamed_He_Bet_Yod_Nun-final,9
היתה,He_Yod_Taw_He,9
תהום,Taw_He_Waw_Mem,9
השערים,He_Shin_Ayin_Resh_Yod_Mem,9
רוש,Resh_Waw_Shin,9
והי,Waw_He_Yod,9
מערכה,Mem-medial_Ayin_Resh_Kaf_He,9
עץ,Ayin_Tasdi-final,9
סוף,Samekh_Waw_Pe-final,9
בתורה,Bet_Taw_Waw_Resh_He,9
חזית,Het_Zayin_Yod_Taw,9
גליתה,Gimel_Lamed_Yod_Taw_He,9
בימים,Bet_Yod_Mem-medial_Yod_Mem,9
לארץ,Lamed_Alef_Resh_Tasdi-final,9
וברך,Waw_Bet_Resh_Kaf-final,9
שור,Shin_Waw_Resh,9
באמתכה,Bet_Alef_Mem-medial_Taw_Kaf_He,9
ומעשי,Waw_Mem-medial_Ayin_Shin_Yod,9
סלע,Samekh_Lamed_Ayin,8
בכור,Bet_Kaf_Waw_Resh,8
גבול,Gimel_Bet_Waw_Lamed,8
להביא,Lamed_He_Bet_Yod_Alef,8
בלשון,Bet_Lamed_Shin_Waw_Nun-final,8
עינים,Ayin_Yod_Nun-medial_Yod_Mem,8
ירצה,Yod_Resh_Tsadi_He,8
נפשכה,Nun-medial_Pe_Shin_Kaf_He,8
תכון,Taw_Kaf_Waw_Nun-final,8
ההיא,He_He_Yod_Alef,8
תואכל,Taw_Waw_Alef_Kaf_Lamed,8
וכסף,Waw_Kaf_Samekh_Pe-final,8
יצדק,Yod_Tsadi_Dalet_Qof,8
רצונכה,Resh_Tsadi_Waw_Nun-medial_Kaf_He,8
ושבו,Waw_Shin_Bet_Waw,8
הופיע,He_Waw_Pe_Yod_Ayin,8
יומם,Yod_Waw_Mem-medial_Mem,8
מועדים,Mem-medial_Waw_Ayin_Dalet_Yod_Mem,8
בכלי,Bet_Kaf_Lamed_Yod,8
תורה,Taw_Waw_Resh_He,8
כען,Kaf_Ayin_Nun-final,8
מפי,Mem-medial_Pe_Yod,8
לכבודכה,Lamed_Kaf_Bet_Waw_Dalet_Kaf_He,8
בארבעה,Bet_Alef_Resh_Bet_Ayin_He,8
בעיר,Bet_Ayin_Yod_Resh,8
והיא,Waw_He_Yod_Alef,8
ארי,Alef_Resh_Yod,8
עבודת,Ayin_Bet_Waw_Dalet_Taw,8
יחלו,Yod_Het_Lamed_Waw,8
האויב,He_Alef_Waw_Yod_Bet,8
אחיו,Alef_Het_Yod_Waw,8
ובה,Waw_Bet_He,8
בנים,Bet_Nun-medial_Yod_Mem,8
שמעון,Shin_Mem-medial_Ayin_Waw_Nun-final,8
לאמת,Lamed_Alef_Mem-medial_Taw,8
עשות,Ayin_Shin_Waw_Taw,8
מערכות,Mem-medial_Ayin_Resh_Kaf_Waw_Taw,8
נפתח,Nun-medial_Pe_Taw_Het,8
בסרך,Bet_Samekh_Resh_Kaf-final,8
אותמה,Alef_Waw_Taw_Mem-medial_He,8
מלבד,Mem-medial_Lamed_Bet_Dalet,8
הנמצא,He_Nun-medial_Mem-medial_Tsadi_Alef,8
יראה,Yod_Resh_Alef_He,8
תרע,Taw_Resh_Ayin,8
שמתה,Shin_Mem-medial_Taw_He,8
וכלה,Waw_Kaf_Lamed_He,8
שמך,Shin_Mem-medial_Kaf-final,8
המשפטים,He_Mem-medial_Shin_Pe_Tet_Yod_Mem,8
יבא,Yod_Bet_Alef,8
ושב,Waw_Shin_Bet,8
הכבוד,He_Kaf_Bet_Waw_Dalet,8
וחמשים,Waw_Het_Mem-medial_Shin_Yod_Mem,8
איל,Alef_Yod_Lamed,8
בבוא,Bet_Bet_Waw_Alef,8
קורב,Qof_Waw_Resh_Bet,8
מוצא,Mem-medial_Waw_Tsadi_Alef,8
ולכל,Waw_Lamed_Kaf_Lamed,8
שפתים,Shin_Pe_Taw_Yod_Mem,8
חמת,Het_Mem-medial_Taw,8
גדולה,Gimel_Dalet_Waw_Lamed_He,8
ויקרא,Waw_Yod_Qof_Resh_Alef,8
רחמים,Resh_Het_Mem-medial_Yod_Mem,8
ושוי,Waw_Shin_Waw_Yod,8
פותי,Pe_Waw_Taw_Yod,8
בשנים,Bet_Shin_Nun-medial_Yod_Mem,8
כסה,Kaf_Samekh_He,8
בדיל,Bet_Dalet_Yod_Lamed,8
יריעו,Yod_Resh_Yod_Ayin_Waw,8
שמרו,Shin_Mem-medial_Resh_Waw,8
לקץ,Lamed_Qof_Tasdi-final,8
פרוש,Pe_Resh_Waw_Shin,8
בימי,Bet_Yod_Mem-medial_Yod,8
אבות,Alef_Bet_Waw_Taw,8
וידבר,Waw_Yod_Dalet_Bet_Resh,8
ואנה,Waw_Alef_Nun-medial_He,8
ובצע,Waw_Bet_Tsadi_Ayin,8
לעולמי,Lamed_Ayin_Waw_Lamed_Mem-medial_Yod,8
ושלום,Waw_Shin_Lamed_Waw_Mem,8
באור,Bet_Alef_Waw_Resh,8
לכיא,Lamed_Kaf_Yod_Alef,8
הראישון,He_Resh_Alef_Yod_Shin_Waw_Nun-final,8
ופקודת,Waw_Pe_Qof_Waw_Dalet_Taw,8
להתיצב,Lamed_He_Taw_Yod_Tsadi_Bet,8
ימא,Yod_Mem-medial_Alef,8
טב,Tet_Bet,8
לחטאת,Lamed_Het_Tet_Alef_Taw,8
תקח,Taw_Qof_Het,8
מהם,Mem-medial_He_Mem,8
ויהיו,Waw_Yod_He_Yod_Waw,8
מחיר,Mem-medial_Het_Yod_Resh,8
תתן,Taw_Taw_Nun-final,8
בבור,Bet_Bet_Waw_Resh,8
עלם,Ayin_Lamed_Mem,8
בשלם,Bet_Shin_Lamed_Mem,8
בלבב,Bet_Lamed_Bet_Bet,8
וכבס,Waw_Kaf_Bet_Samekh,8
בעם,Bet_Ayin_Mem,8
נכר,Nun-medial_Kaf_Resh,8
ותהי,Waw_Taw_He_Yod,8
יושב,Yod_Waw_Shin_Bet,8
ההין,He_He_Yod_Nun-final,8
כלא,Kaf_Lamed_Alef,8
אנחנו,Alef_Nun-medial_Het_Nun-medial_Waw,8
חודשים,Het_Waw_Dalet_Shin_Yod_Mem,8
מאת,Mem-medial_Alef_Taw,8
הששי,He_Shin_Shin_Yod,8
להרים,Lamed_He_Resh_Yod_Mem,8
ואלה,Waw_Alef_Lamed_He,8
הבנים,He_Bet_Nun-medial_Yod_Mem,8
עלו,Ayin_Lamed_Waw,8
והא,Waw_He_Alef,8
יברך,Yod_Bet_Resh_Kaf-final,8
בלב,Bet_Lamed_Bet,8
להוון,Lamed_He_Waw_Waw_Nun-final,8
ולהון,Waw_Lamed_He_Waw_Nun-final,8
פנת,Pe_Nun-medial_Taw,8
ואהיה,Waw_Alef_He_Yod_He,8
ואור,Waw_Alef_Waw_Resh,8
ושלושה,Waw_Shin_Lamed_Waw_Shin_He,8
לראות,Lamed_Resh_Alef_Waw_Taw,8
דעה,Dalet_Ayin_He,8
השנים,He_Shin_Nun-medial_Yod_Mem,8
עמוד,Ayin_Mem-medial_Waw_Dalet,8
תרועה,Taw_Resh_Waw_Ayin_He,8
ברזי,Bet_Resh_Zayin_Yod,8
וקץ,Waw_Qof_Tasdi-final,8
ולמען,Waw_Lamed_Mem-medial_Ayin_Nun-final,8
הטוב,He_Tet_Waw_Bet,8
המתנדבים,He_Mem-medial_Taw_Nun-medial_Dalet_Bet_Yod_Mem,8
זכר,Zayin_Kaf_Resh,8
הדרך,He_Dalet_Resh_Kaf-final,8
ראובן,Resh_Alef_Waw_Bet_Nun-final,8
וששים,Waw_Shin_Shin_Yod_Mem,8
יטמאו,Yod_Tet_Mem-medial_Alef_Waw,8
מלא,Mem-medial_Lamed_Alef,8
וברוך,Waw_Bet_Resh_Waw_Kaf-final,8
הנגלה,He_Nun-medial_Gimel_Lamed_He,8
קהל,Qof_He_Lamed,8
ברזל,Bet_Resh_Zayin_Lamed,8
בשאר,Bet_Shin_Alef_Resh,8
ועמדו,Waw_Ayin_Mem-medial_Dalet_Waw,7
טרם,Tet_Resh_Mem,7
בעדת,Bet_Ayin_Dalet_Taw,7
במעמד,Bet_Mem-medial_Ayin_Mem-medial_Dalet,7
ובם,Waw_Bet_Mem,7
שלושת,Shin_Lamed_Waw_Shin_Taw,7
אשור,Alef_Shin_Waw_Resh,7
החי,He_Het_Yod,7
ידרוש,Yod_Dalet_Resh_Waw_Shin,7
אתר,Alef_Taw_Resh,7
כולמה,Kaf_Waw_Lamed_Mem-medial_He,7
הה,He_He,7
ומכול,Waw_Mem-medial_Kaf_Waw_Lamed,7
ממלכות,Mem-medial_Mem-medial_Lamed_Kaf_Waw_Taw,7
בתמים,Bet_Taw_Mem-medial_Yod_Mem,7
לפרים,Lamed_Pe_Resh_Yod_Mem,7
תרתין,Taw_Resh_Taw_Yod_Nun-final,7
התבה,He_Taw_Bet_He,7
רבות,Resh_Bet_Waw_Taw,7
אחיכה,Alef_Het_Yod_Kaf_He,7
ולבוא,Waw_Lamed_Bet_Waw_Alef,7
ביתה,Bet_Yod_Taw_He,7
לרבים,Lamed_Resh_Bet_Yod_Mem,7
נורא,Nun-medial_Waw_Resh_Alef,7
דרכיהם,Dalet_Resh_Kaf_Yod_He_Mem,7
קודם,Qof_Waw_Dalet_Mem,7
תעודות,Taw_Ayin_Waw_Dalet_Waw_Taw,7
הנפש,He_Nun-medial_Pe_Shin,7
מרה,Mem-medial_Resh_He,7
וכמשפט,Waw_Kaf_Mem-medial_Shin_Pe_Tet,7
למזבח,Lamed_Mem-medial_Zayin_Bet_Het,7
זואת,Zayin_Waw_Alef_Taw,7
העול,He_Ayin_Waw_Lamed,7
גבור,Gimel_Bet_Waw_Resh,7
קו,Qof_Waw,7
שערי,Shin_Ayin_Resh_Yod,7
יביאו,Yod_Bet_Yod_Alef_Waw,7
ונתן,Waw_Nun-medial_Taw_Nun-final,7
בגוא,Bet_Gimel_Waw_Alef,7
שגיא,Shin_Gimel_Yod_Alef,7
כתב,Kaf_Taw_Bet,7
דרי,Dalet_Resh_Yod,7
לבנו,Lamed_Bet_Nun-medial_Waw,7
הים,He_Yod_Mem,7
האות,He_Alef_Waw_Taw,7
וקול,Waw_Qof_Waw_Lamed,7
מגן,Mem-medial_Gimel_Nun-final,7
בארעא,Bet_Alef_Resh_Ayin_Alef,7
ווכול,Waw_Waw_Kaf_Waw_Lamed,7
רחמי,Resh_Het_Mem-medial_Yod,7
שפה,Shin_Pe_He,7
ירושלם,Yod_Resh_Waw_Shin_Lamed_Mem,7
ארבעים,Alef_Resh_Bet_Ayin_Yod_Mem,7
צבאם,Tsadi_Bet_Alef_Mem,7
וקנאת,Waw_Qof_Nun-medial_Alef_Taw,7
וראשי,Waw_Resh_Alef_Shin_Yod,7
עסר,Ayin_Samekh_Resh,7
פתיה,Pe_Taw_Yod_He,7
באים,Bet_Alef_Yod_Mem,7
לבבם,Lamed_Bet_Bet_Mem,7
וסוד,Waw_Samekh_Waw_Dalet,7
ובן,Waw_Bet_Nun-final,7
לחזק,Lamed_Het_Zayin_Qof,7
חסדו,Het_Samekh_Dalet_Waw,7
ישועות,Yod_Shin_Waw_Ayin_Waw_Taw,7
ועוף,Waw_Ayin_Waw_Pe-final,7
ועוד,Waw_Ayin_Waw_Dalet,7
ללו,Lamed_Lamed_Waw,7
אליך,Alef_Lamed_Yod_Kaf-final,7
בתבל,Bet_Taw_Bet_Lamed,7
ידעתה,Yod_Dalet_Ayin_Taw_He,7
אמי,Alef_Mem-medial_Yod,7
המלך,He_Mem-medial_Lamed_Kaf-final,7
הלך,He_Lamed_Kaf-final,7
למי,Lamed_Mem-medial_Yod,7
נקרא,Nun-medial_Qof_Resh_Alef,7
מואדה,Mem-medial_Waw_Alef_Dalet_He,7
תלתה,Taw_Lamed_Taw_He,7
ראש,Resh_Alef_Shin,7
חפץ,Het_Pe_Tasdi-final,7
ונתתי,Waw_Nun-medial_Taw_Taw_Yod,7
פלאו,Pe_Lamed_Alef_Waw,7
לבבו,Lamed_Bet_Bet_Waw,7
בידכה,Bet_Yod_Dalet_Kaf_He,7
בכבוד,Bet_Kaf_Bet_Waw_Dalet,7
חיה,Het_Yod_He,7
מעם,Mem-medial_Ayin_Mem,7
זכרון,Zayin_Kaf_Resh_Waw_Nun-final,7
זקני,Zayin_Qof_Nun-medial_Yod,7
גבריא,Gimel_Bet_Resh_Yod_Alef,7
לאיל,Lamed_Alef_Yod_Lamed,7
מום,Mem-medial_Waw_Mem,7
אחרת,Alef_Het_Resh_Taw,7
השלישית,He_Shin_Lamed_Yod_Shin_Yod_Taw,7
הודות,He_Waw_Dalet_Waw_Taw,7
האחד,He_Alef_Het_Dalet,7
ועשה,Waw_Ayin_Shin_He,7
סרה,Samekh_Resh_He,7
ברוש,Bet_Resh_Waw_Shin,7
ממנה,Mem-medial_Mem-medial_Nun-medial_He,7
בשמים,Bet_Shin_Mem-medial_Yod_Mem,7
ולבני,Waw_Lamed_Bet_Nun-medial_Yod,7
באש,Bet_Alef_Shin,7
יגון,Yod_Gimel_Waw_Nun-final,7
מו,Mem-medial_Waw,7
מקדש,Mem-medial_Qof_Dalet_Shin,7
יתר,Yod_Taw_Resh,7
משכיל,Mem-medial_Shin_Kaf_Yod_Lamed,7
לקדמין,Lamed_Qof_Dalet_Mem-medial_Yod_Nun-final,7
מעולם,Mem-medial_Ayin_Waw_Lamed_Mem,7
לקח,Lamed_Qof_Het,7
לרום,Lamed_Resh_Waw_Mem,7
ענוים,Ayin_Nun-medial_Waw_Yod_Mem,7
הלל,He_Lamed_Lamed,7
אליהם,Alef_Lamed_Yod_He_Mem,7
תכסה,Taw_Kaf_Samekh_He,7
ודוקה,Waw_Dalet_Waw_Qof_He,7
ופרי,Waw_Pe_Resh_Yod,7
שלח,Shin_Lamed_Het,7
גבורה,Gimel_Bet_Waw_Resh_He,7
הפסח,He_Pe_Samekh_Het,7
הלא,He_Lamed_Alef,7
בחירו,Bet_Het_Yod_Resh_Waw,7
ונסכמה,Waw_Nun-medial_Samekh_Kaf_Mem-medial_He,7
עמד,Ayin_Mem-medial_Dalet,7
ועבד,Waw_Ayin_Bet_Dalet,7
צרה,Tsadi_Resh_He,7
ודור,Waw_Dalet_Waw_Resh,7
